"Type","Target","Formula","Multiplier","Element","Time","Effects","Auto Target","SB","Max","ID"
"PHY","Single","Physical","1.40","Wind","1.20","One single ranged attack (1.40)","Lowest HP% enemy","55","10","30171031"
"PHY","Single","Physical","1.70","-","1.20","One single attack (1.70), causes [Slow] (20%)","Highest HP% enemy","65","10","30171051"
"PHY","Single","Physical","2.40","-","0.01","Two single attacks (1.20 each)","Highest HP% enemy","95","10","30171061"
"PHY","Single","Physical","1.70","-","1.20","One single ranged attack (1.70)","Lowest HP% enemy","60","10","30171071"
"PHY","Single","Physical","1.80","-","1.20","Two single attacks (0.90 each), causes [Slow] (20%)","Random enemies without status","65","10","30171081"
"PHY","Single","Physical","2.05","-","1.20","One single attack (2.05), causes [Stun] (25%)","Lowest HP% enemy","75","10","30171091"
"PHY","Single","Physical","2.10","-","1.20","One single attack (2.10), causes [Paralyze] (25%)","Random enemy without status","75","10","30171101"
"NAT","Single enemy","Hybrid","-","Ice, NE","1.20","Four single attacks (1.00 or 3.33 each), causes [Stun] (17%) and [Stop] (17%)","Lowest HP% enemy","80","10","30171121"
"PHY","Single","Physical","2.00","-","1.20","Two single attacks (1.00 each), grants [Instant Cast 1] to the user","Lowest HP% enemy","95","10","30171131"
"PHY","Single enemy","Physical","3.84","-","1.20","Eight single attacks (0.48 each), 0.60 multiplier if the user has Haste, grants [Haste] to the user","Lowest HP% enemy","100","10","30171141"
"PHY","Single enemy","Physical","2.72","-","1.20","4/5/6/7 single attacks (0.68 each) if the user used 0/3/5/7 damaging actions","Lowest HP% enemy","95","10","30171171"
"PHY","Single enemy","Physical","2.25","Wind","1.20","3/4/5 single attacks (0.75 each) if the user used 0/3/5 damaging actions","Lowest HP% enemy","70","10","30171181"
"PHY","Single enemy","Physical","2.25","Wind, Lightning","0.01","Three single attacks (0.75 each)","Lowest HP% enemy","80","10","30171194"
"PHY","Single enemy","Physical","2.25","Lightning","1.20","3/4/5 single attacks (0.75 each) if the user used 0/3/5 damaging actions","Lowest HP% enemy","70","10","30171201"
"PHY","Single enemy","Physical","3.40","Lightning","1.20","4/5/6 single attacks (0.85 each) if the user used 0/3/5 damaging actions","Lowest HP% enemy","80","10","30171211"
"PHY","Single enemy","Physical","1.80","Lightning, Wind","1.20","Two single attacks (0.90 each), grants [Instant Cast 1] to the user","Lowest HP% enemy","80","10","30171221"
"PHY","Single enemy","Physical","3.00","Fire","1.20","Three single attacks (1.00 each), grants [Instant Cast 1] to the user","Lowest HP% enemy","80","10","30171231"
"PHY","Single enemy","Physical","4.00","Ice","1.20","Five single attacks (0.80 each), removes [Haste]","Lowest HP% enemy","80","10","30171241"
"PHY","Single enemy","Physical","3.40","Wind","1.20","4/5/6 single attacks (0.85 each) if the user used 0/3/5 damaging actions","Lowest HP% enemy","80","10","30171251"
"PHY","Single enemy","Physical","6.60","Lightning, Holy","2.40","Six single ranged attacks (1.10 each), cast time 2.40/2.10/1.80/1.50/1.20 scaling with uses","Lowest HP% enemy","90","10","30171261"
"PHY","Single enemy","Physical","4.00","Lightning","1.20","Four single attacks (1.00 each), grants [High Quick Cast 1] to the user","Lowest HP% enemy","80","10","30171281"
"PHY","Single enemy","Physical","6.60","Wind","2.40","Six single attacks (1.10 each), cast time 2.40/2.00/1.60/1.20 scaling with uses","Lowest HP% enemy","90","10","30171271"
"PHY","Single enemy","Physical","6.60","Wind, Lightning","1.20","Six single attacks (1.10 each), damages the user for 25%/25%/15%/15%/5% max HP scaling with 0/1/2/3/4+ uses","Lowest HP% enemy","80","10","30171291"
"PHY","Single enemy","Physical","5.50","Wind, Water, Fire, Earth","1.20","Five single attacks (1.10 each)","Lowest HP% enemy","80","10","30171301"
"PHY","Single enemy","Physical","3.00","Lightning, Holy","1.20","Three single attacks (1.00 each), grants [Instant Cast 1] to the user","Lowest HP% enemy","80","10","30171311"
"SUM","Single enemy","Magical","2.70","-","1.80","One single attack (2.70), minimum damage 600","Lowest HP% enemy","60","6","30131001"
"SUM","Single enemy","Magical","5.40","-","1.80","One single attack (5.40), minimum damage 1000","Lowest HP% enemy","60","6","30131011"
"SUM","All enemies","Magical","3.60","-","1.80","One group attack (3.60), minimum damage 600","All enemies","60","6","30131021"
"SUM","Single enemy","Magical","2.70","Fire","1.80","One single attack (2.70), minimum damage 600","Lowest HP% enemy","55","6","30131031"
"SUM","All enemies","Magical","5.50","Ice","1.80","Two group attacks (2.75 each), minimum damage 750","All enemies","60","6","30131041"
"SUM","All enemies","Magical","5.50","Lightning","1.80","Two group attacks (2.75 each), minimum damage 750","All enemies","60","6","30131051"
"SUM","All enemies","Magical","5.50","Fire","1.80","Two group attacks (2.75 each), minimum damage 750","All enemies","60","6","30131061"
"SUM","All enemies","Magical","8.80","Lightning","1.80","Two group attacks (4.40 each), minimum damage 1100","All enemies","70","6","30131071"
"SUM","All enemies","Magical","8.80","Water","1.80","Two group attacks (4.40 each), minimum damage 1100","All enemies","70","6","30131081"
"SUM","All allies","","","","1.80","Grants [Low Regen]","All allies","60","6","30131101"
"SUM","All enemies","Magical","9.60","NE","1.80","Two group attacks (4.80 each), minimum damage 1100","All enemies","75","6","30131121"
"SUM","All enemies","Magical","12.00","NE","1.80","If not resisted, causes [Instant KO] (100%), otherwise, two group attacks (6.00 each), minimum damage 2500, causes [DEF and RES -20%] for 25 seconds","All enemies","100","6","30131131"
"SUM","All enemies","Magical","8.00","Fire","1.80","One group attack (8.00), minimum damage 2200, removes KO [Raise: 50%] to a random ally with KO","All enemies","70","6","30131141"
"SUM","All enemies","Magical","9.60","NE","1.80","Two group attacks (4.80 each), minimum damage 1100","All enemies","75","6","30131151"
"SUM","All allies","","","","1.80","Grants [Reflect]","All allies","75","6","30131171"
"SUM","All enemies","Magical","9.20","Lightning","1.80","Two group attacks (4.60 each), minimum damage 1100","All enemies","70","6","30131181"
"SUM","All enemies","Magical","9.20","Holy","1.80","Two group attacks (4.60 each), minimum damage 1100","All enemies","70","6","30131191"
"SUM","All enemies","Magical","8.00","Lightning","1.80","Two group attacks (4.00 each), minimum damage 1100, causes [Paralyze] (16%)","All enemies","70","6","30131201"
"SUM","All enemies","Magical","16.50","NE","1.80","Three group attacks (5.50 each), minimum damage 2500","All enemies","100","6","30131211"
"SUM","All enemies","","","","1.80","Three group attacks that deal 1000 damage each","All enemies","75","6","30131221"
"SUM","Single enemy","Magical","9.60","NE","1.80","Eight single attacks (1.20 each), minimum damage 1000, causes [Blind] (10%)","Lowest HP% enemy","75","6","30131231"
"SUM","All enemies","Magical","19.20","NE","1.80","Four group attacks (4.80 each), minimum damage 2000, grants [MAG and RES +30% (8s)] to the user","All enemies","100","6","30131232"
"SUM","All enemies","Magical","8.80","Earth","1.80","Two group attacks (4.40 each), minimum damage 1100","All enemies","70","6","30131241"
"SUM","All enemies","Magical","8.00","Ice","1.80","Two group attacks (4.00 each), minimum damage 1100, causes [Silence] (17%)","All enemies","70","6","30131291"
"SUM","All enemies","Magical","15.00","Earth","1.80","Three group attacks (5.00 each), minimum damage 2500","All enemies","75","6","30131301"
"SUM","All enemies","Magical","16.50","Fire, Ice, Lightning","1.65","Three group attacks (5.50 each), minimum damage 2000","All enemies","90","6","30131311"
"SUM","All enemies","Magical","5.00","NE","1.80","One group attack (5.00), minimum damage 5500","All enemies","65","1","30131091"
"SUM","All enemies","Magical","15.00","Dark","1.80","Three group attacks (5.00 each), minimum damage 2500","All enemies","75","6","30131321"
"SUM","All enemies","Magical","18.00","Wind","1.80","1/2/3 group attacks (6.00 each) at 550/900 MAG, minimum damage 2500","All enemies","75","6","30131331"
"SUM","All enemies","Magical","18.00","Water","1.80","1/2/3 group attacks (6.00 each) at 550/900 MAG, minimum damage 2500","All enemies","75","6","30131341"
"SUM","All enemies","Magical","15.00","Holy","1.80","Three group attacks (5.00 each), minimum damage 2500","All enemies","75","6","30131351"
"SUM","All enemies","Magical","18.92","Water","1.80","Four group attacks (4.73 each), minimum damage 2000","All enemies","90","6","30131361"
"SUM","All enemies","Magical","18.92","Wind","1.80","Four group attacks (4.73 each), minimum damage 2000","All enemies","90","6","30131371"
"SUM","All enemies","Magical","16.50","NE","1.80","Three group attacks (5.50 each), minimum damage 2500","All enemies","80","6","30131381"
"SUM","All enemies","Magical","18.92","Fire","1.80","Four group attacks (4.73 each), minimum damage 2000","All enemies","90","6","30131391"
"SUM","All enemies","Magical","18.92","Holy","1.80","Four group attacks (4.73 each), minimum damage 2000","All enemies","90","6","30131401"
"SUM","All enemies","Magical","18.92","Earth","1.80","Four group attacks (4.73 each), minimum damage 2000","All enemies","90","6","30131411"
"SUM","All enemies","Magical","18.92","Lightning","1.80","Four group attacks (4.73 each), minimum damage 2000","All enemies","90","6","30131421"
"SUM","All enemies","Magical","18.92","Dark","1.80","Four group attacks (4.73 each), minimum damage 2000","All enemies","90","6","30131431"
"SUM","All enemies","Magical","19.80","Water, Earth, Holy","1.80","Four group attacks (4.95 each), minimum damage 2000","All enemies","90","6","30131441"
"SUM","All enemies","Magical","18.92","Ice","1.80","Four group attacks (4.73 each), minimum damage 2000","All enemies","90","6","30131451"
"SUM","Single enemy","Magical","24.75","Wind","1.80","Five single attacks (4.95 each), minimum damage 2000, restores 1000 HP to all allies","Lowest HP% enemy","90","6","30131461"
"SUM","Single enemy","Magical","24.75","Lightning, Holy","1.80","Five single attacks (4.95 each), minimum damage 2000, restores 1000 HP to all allies","Lowest HP% enemy","90","6","30131471"
"SUM","Single enemy","Magical","19.80","Holy, Wind","1.80","Four single attacks (4.95 each), minimum damage 2000, restores 1500 HP to all allies","Lowest HP% enemy","90","6","30131481"
"SUM","Single enemy","Magical","24.75","Holy, Wind","1.80","Five single attacks (4.95 each), minimum damage 2000, restores 1000 HP to all allies","Lowest HP% enemy","90","6","30131491"
"SUM","All enemies","Magical","24.75","Ice","1.80","Five group attacks (4.15~4.95 scaling with targets), minimum damage 2000","Lowest HP% enemy","90","6","30131501"
"SUM","All enemies","Magical","24.75","Dark","1.80","Five group attacks (4.95 each), minimum damage 2000","All enemies","90","6","30131521"
"SUM","Single enemy","Magical","24.75","Water, Holy","1.80","Five single attacks (4.95 each), minimum damage 2000, restores 1000 HP to all allies","Lowest HP% enemy","90","6","30131531"
"SUM","Single enemy","Magical","19.80","Fire","1.80","Four single attacks (4.95 each), minimum damage 2000, grants [Buff Fire 10% (15s)] to all allies every third activation","Lowest HP% enemy","90","6","30131541"
"SUM","Single enemy","Magical","24.75","Fire, Earth","3.30","Five single attacks (4.95 each), minimum damage 2000","Lowest HP% enemy","90","6","30131551"
"SUM","Single enemy","Magical","25.60","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison, NE","1.80","One single attack (25.60) capped at 99999, minimum damage 2000","Lowest HP% enemy","90","6","30131561"
"SUM","Single enemy","Magical","19.80","Holy, Water","3.30","Four single attacks (4.95 each), minimum damage 2000, grants [Buff Holy 10% (15s)] and [Buff Water 10% (15s)] to all allies every third activation","Lowest HP% enemy","90","6","30131571"
"SUM","Single enemy","Magical","24.75","Ice","3.30","Five single attacks (4.95 each), minimum damage 2000, causes [Imperil Ice 10% (5s)]","Lowest HP% enemy","90","6","30131581"
"SUM","Single enemy","Magical","?","Fire","?","Sixsingle attacks (? each), minimum damage ?","Lowest HP% enemy","?","6","30131601"
"SUM","Single enemy","Magical","?","Water, Poison","?","4 single attacks (?? each), Grants [MAG +30%, DEF and RES -15% (8s)] to the user","Lowest HP% enemy","?","6","30131611"
"SUM","All enemies","Magical","19.80","Water, Earth, Holy","3.30","Five group attacks (4.95 each), minimum damage 2000, 3.30/2.90/2.475/2.075/1.65s Cast time with 0/1/2/3/4 uses","All enemies","90","6","30131621"
"PHY","Single","Physical","1.50","Fire","1.65","One single attack (1.50)","Lowest HP% enemy","55","10","30141001"
"PHY","Single","Physical","1.80","Fire","1.65","One single attack (1.80)","Lowest HP% enemy","60","10","30141002"
"PHY","Single","Physical","2.10","Fire","1.65","One single attack (2.10)","Lowest HP% enemy","70","10","30141003"
"PHY","Single","Physical","1.50","Ice","1.65","One single attack (1.50)","Lowest HP% enemy","55","10","30141011"
"PHY","Single","Physical","1.80","Ice","1.65","One single attack (1.80)","Lowest HP% enemy","60","10","30141012"
"PHY","Single","Physical","2.10","Ice","1.65","One single attack (2.10)","Lowest HP% enemy","70","10","30141013"
"PHY","Single","Physical","1.60","Lightning","1.65","One single attack (1.60)","Lowest HP% enemy","55","10","30141021"
"PHY","Single","Physical","1.80","Lightning","1.65","One single attack (1.80)","Lowest HP% enemy","60","10","30141022"
"PHY","Single","Physical","2.10","Lightning","1.65","One single attack (2.10)","Lowest HP% enemy","70","10","30141023"
"PHY","Single","Physical","1.70","-","1.65","One single attack (1.70), heals the user for 30% of the damage dealt","Lowest HP% enemy","65","10","30141031"
"PHY","Single enemy","Physical","4.00","NE","1.65","Five single attacks (0.80 each)","Lowest HP% enemy","100","10","30141041"
"PHY","Single","Physical","1.50","Water","1.65","One single attack (1.50)","Lowest HP% enemy","55","10","30141051"
"PHY","Single","Physical","1.80","Water","1.65","One single attack (1.80)","Lowest HP% enemy","60","10","30141052"
"PHY","Single","Physical","2.10","Water","1.65","One single attack (2.10)","Lowest HP% enemy","70","10","30141053"
"PHY","Single","Physical","1.50","Wind","1.65","One single attack (1.50)","Lowest HP% enemy","55","10","30141061"
"PHY","Single","Physical","1.80","Wind","1.65","One single attack (1.80)","Highest HP% enemy","60","10","30141062"
"PHY","Single","Physical","2.10","-","1.65","One single attack (2.10), causes [Petrify] (15%)","Highest HP% enemy","75","10","30141071"
"PHY","Single","Physical","1.80","Poison","1.65","One single attack (1.80)","Lowest HP% enemy","60","10","30141081"
"PHY","Single","Physical","2.10","Poison","1.65","One single attack (2.10)","Lowest HP% enemy","70","10","30141082"
"PHY","All enemies","Physical","2.40","Earth","1.65","Two group attacks (1.20 each)","All enemies","75","10","30141091"
"PHY","All enemies","Physical","2.40","Wind","1.65","Two group attacks (1.20 each)","All enemies","75","10","30141101"
"PHY","Single enemy","Physical","4.40","Ice, Wind","1.65","Four single attacks (1.10 each)","Lowest HP% enemy","90","10","30141111"
"PHY","Single enemy","Physical","3.20","Lightning","1.65","Four single attacks (0.80 each)","Lowest HP% enemy","75","10","30141121"
"PHY","Single enemy","Physical","3.20","Fire","1.65","Four single attacks (0.80 each)","Lowest HP% enemy","75","10","30141131"
"PHY","Single enemy","Physical","3.20","Water","1.65","Four single attacks (0.80 each)","Lowest HP% enemy","75","10","30141141"
"PHY","All enemies","Physical","2.40","Ice","1.65","Two group attacks (1.20 each)","All enemies","75","10","30141151"
"PHY","Single enemy","Physical","3.20","Earth","1.65","Four single attacks (0.80 each)","Lowest HP% enemy","75","10","30141161"
"PHY","Single enemy","Physical","3.20","Wind","1.65","Four single attacks (0.80 each)","Lowest HP% enemy","75","10","30141171"
"PHY","Single enemy","Physical","4.40","Fire, Earth","1.65","Four single attacks (1.10 each)","Lowest HP% enemy","90","10","30141181"
"PHY","Single enemy","Physical","4.40","Lightning, Water","1.65","Four single attacks (1.10 each)","Lowest HP% enemy","90","10","30141191"
"PHY","Single enemy","Physical","4.50","Fire","1.65","Five single attacks (0.90 each)","Lowest HP% enemy","90","10","30141201"
"PHY","Single enemy","Physical","4.50","Earth","1.65","Five single attacks (0.90 each)","Lowest HP% enemy","90","10","30141221"
"PHY","Single enemy","Physical","3.20","Ice","1.65","Four single attacks (0.80 each)","Lowest HP% enemy","75","10","30141231"
"PHY","Single enemy","Physical","4.50","Ice","1.65","Five single attacks (0.90 each)","Lowest HP% enemy","90","10","30141211"
"PHY","All enemies","Physical","5.50","Fire, Ice","1.65","Five group attacks (0.92~1.10 scaling with targets)","All enemies","90","10","30141251"
"PHY","All enemies","Physical","5.50","Ice, Holy","1.65","Five group ranged attacks (0.92~1.10 scaling with targets)","All enemies","90","10","30141261"
"PHY","Single enemy","Physical","5.50","Fire, Water, Wind, Earth","1.65","Five single attacks (1.10 each)","Lowest HP% enemy","90","10","30141271"
"PHY","Single enemy","Physical","4.50","Water","1.65","Five single attacks (0.90 each)","Lowest HP% enemy","90","10","30141281"
"PHY","Single enemy","Physical","5.50","Wind, Dark","1.65","Five single attacks (1.10 each)","Lowest HP% enemy","90","10","30141291"
"PHY","Single enemy","Physical","7.00","Earth, Dark","1.65","4/5/6/7 single attacks (1.00 each) if the user used 0/3/5/7 damaging actions","Lowest HP% enemy","90","10","30141301"
"PHY","Single enemy","Physical","7.10","Water","1.65","One single attack (7.10) capped at 99999","Lowest HP% enemy","90","10","30141311"
"PHY","Single enemy","Physical","6.60","Fire","1.65","Six single attacks (1.10 each)","Lowest HP% enemy","90","10","30141321"
"PHY","Single enemy","Physical","5.50","Fire, Ice, Lightning","1.65","Five single attacks (1.10 each)","Lowest HP% enemy","90","10","30141331"
"PHY","Single enemy","Physical","5.50","Holy, Fire, Lightning, Ice","1.65","Five single attacks (1.10 each)","Lowest HP% enemy","90","10","30141341"
"PHY","Single enemy","Physical","7.70","Lightning, Dark","1.65","4/5/6/7 single attacks (1.10 each) if the user used 0/3/5/7 damaging actions","Lowest HP% enemy","90","10","30141351"
"PHY","Single enemy","Physical","4.50","Lightning","1.65","Five single attacks (0.90 each)","Lowest HP% enemy","90","10","30141361"
"PHY","Single enemy","Physical","6.90","Fire","1.65","Six single attacks (1.05/1.15 each) if 0/1+ of Gordon or Hilda are alive","Lowest HP% enemy","90","10","30141371"
"PHY","Single enemy","Physical","6.60","Lightning","1.65","Six single attacks (1.10 each)","Lowest HP% enemy","90","10","30141381"
"PHY","Single enemy","Physical","5.50","Earth, Ice, Lightning","1.65","Four single attacks (1.10 each), followed by one single attack (1.10) with additional 20% critical damage","Lowest HP% enemy","90","10","30141391"
"PHY","Single enemy","Physical","6.60","Fire, Earth","3.30","Six single attacks (1.10 each), cast time 3.30/2.75/2.20/1.65 scaling with uses","Lowest HP% enemy","90","10","30141411"
"PHY","Single enemy","Physical","7.10","Lightning, Dark","1.65","One single attack (7.10) capped at 99999","Lowest HP% enemy","90","10","30141401"
"PHY","Single enemy","Physical","4.50","Wind","1.65","Five single attacks (0.90 each)","Lowest HP% enemy","90","10","30141421"
"NAT","Single enemy","Hybrid","-","Ice, Dark","3.30","Six single hybrid attacks (1.10 or 3.50 each), cast time 3.30/2.75/2.20/1.65 scaling with uses","Lowest HP% enemy","90","10","30141431"
"PHY","Single enemy","Physical","6.60","Water","1.65","Six single attacks (1.10 each)","Lowest HP% enemy","90","10","30141441"
"PHY","Single enemy","Physical","4.50","Holy","1.65","Five single attacks (0.90 each)","Lowest HP% enemy","90","10","30141451"
"PHY","Single enemy","Physical","4.50","Dark","1.65","Five single attacks (0.90 each)","Lowest HP% enemy","90","10","30141461"
"PHY","Single enemy","Physical","?.??","Lightning, Dark","3.30","Six single attacks (?.?? each),cast time 3.30/2.475/1.650 scaling with uses","Lowest HP% enemy","90","10","30141471"
"PHY","Single enemy","Physical","4.50","Poison","1.65","Five single attacks (0.90 each)","Lowest HP% enemy","90","10","30141481"
"PHY","Single enemy","Physical","2.00","-","1.65","One single ranged jump attack (2.00), air time (1.65 sec.)","Highest HP% enemy","60","10","30181001"
"PHY","Single enemy","Physical","2.10","Wind","1.65","One single ranged jump attack (2.10), air time (1.65 sec.)","Highest HP% enemy","60","10","30181011"
"PHY","Single enemy","Physical","2.50","-","1.65","One single ranged jump attack (2.50), air time (1.65 sec.)","Highest HP% enemy","75","10","30181021"
"PHY","Single enemy","Physical","2.10","Ice","1.65","One single ranged jump attack (2.10), air time (1.65 sec.)","Highest HP% enemy","60","10","30181031"
"PHY","Single enemy","Physical","2.10","Lightning","1.65","One single ranged jump attack (2.10), air time (1.65 sec.)","Highest HP% enemy","60","10","30181041"
"PHY","All enemies","Physical","2.30","-","1.50","Two group ranged jump attacks (1.15 each), 50% additional critical chance","All enemies","100","10","30181051"
"PHY","Single enemy","Physical","2.30","-","1.65","One single ranged jump attack (2.30), air time (1.65 sec.), heals the user for 40% of the damage dealt","Lowest HP% enemy","75","10","30181061"
"PHY","Single enemy","Physical","4.92","-","1.50","Four single ranged jump attacks (1.23 each), air time (2.50 sec.)","Lowest HP% enemy","100","10","30181071"
"PHY","Single enemy","Physical","2.20","-","1.65","One single ranged attack (2.20), grants [No Air Time 2] to the user","Lowest HP% enemy","75","10","30181081"
"PHY","Single enemy","Physical","5.70","Wind, NE","1.50","Six single ranged jump attacks (0.95 each), air time (2.50 sec.), 1.10/1.20/1.30/1.40/1.50 multiplier if 1/2/3/4/5 allies in air","Lowest HP% enemy","90","10","30181091"
"PHY","Single enemy","Physical","4.52","Lightning","1.50","Four single ranged jump attacks (1.13 each), air time (2.50 sec.)","Lowest HP% enemy","75","10","30181101"
"PHY","Single enemy","Physical","4.52","Wind","1.50","Four single ranged jump attacks (1.13 each), air time (2.50 sec.)","Lowest HP% enemy","75","10","30181121"
"PHY","Single enemy","Physical","2.10","Lightning, Wind","1.50","Three single ranged attacks (0.70 each), grants [No Air Time 2] to the user","Lowest HP% enemy","75","10","30181131"
"PHY","Single enemy","Physical","6.00","Lightning","1.50","Six single ranged jump attacks (1.00 each), air time (2.50 sec.)","Lowest HP% enemy","90","10","30181141"
"PHY","Single enemy","Physical","3.20","Water","0.01","Four single ranged jump attacks (0.80 each), air time (1.65 sec.)","Lowest HP% enemy","75","10","30181151"
"PHY","Single enemy","Physical","3.20","Lightning, Wind","1.50","Four single ranged jump attacks (0.80 each), grants [No Air Time 3] to the user","Lowest HP% enemy","90","10","30181161"
"PHY","Single enemy","Physical","5.04","Water","0.83","Six single ranged jump attacks (0.84 each), air time (1.65/0.82/0.55) if the user used 0/1/2 damaging actions","Lowest HP% enemy","80","10","30181171"
"PHY","Single enemy","Physical","6.65","Wind","1.50","Seven single ranged jump attacks (0.95 each), air time (2.50 sec.)","Lowest HP% enemy","90","10","30181181"
"PHY","Single enemy","Physical","6.90","Lightning, Dark","1.50","Six single ranged jump attacks (1.15 each), air time (2.50 sec.)","Lowest HP% enemy","90","10","30181201"
"PHY","Single enemy","Physical","5.46","Dark","3.30","Six single ranged jump attacks (0.91 each), heals the user for 20% of the damage dealt","Lowest HP% enemy","90","10","30181211"
"PHY","Single enemy","Physical","6.90","Wind, Dark","3.30","Six single ranged jump attacks (1.15 each)","Lowest HP% enemy","90","10","30181221"
"PHY","Single enemy","Physical","6.65","Water","3.30","Seven single ranged jump attacks (0.95 each)","Lowest HP% enemy","90","10","30181231"
"PHY","Single enemy","Physical","6.60","Wind","1.65","Six single ranged jump attacks (1.10 each)","Lowest HP% enemy","90","10","30181241"
"PHY","Single enemy","Physical","7.10","Water, Ice, Earth, NE","1.65","One single ranged attack (7.10) capped at 99999","Lowest HP% enemy","90","10","30181251"
"PHY","Single enemy","Physical","6.65","Lightning, Dark, NE","1.50","Seven single ranged jump attacks (0.95 each), air time (2.50 sec.)","Lowest HP% enemy","90","10","30181261"
"PHY","Single enemy","Physical","5.50","Wind","1.65","Five single ranged jump attacks (1.10 each), restores 1000 HP to all allies","Lowest HP% enemy","90","10","30181271"
"PHY","Single enemy","Physical","6.90","Wind, Lightning, Water, Dark","1.50","Six single ranged jump attacks (1.15 each), air time (2.50 sec.)","Lowest HP% enemy","90","10","30181281"
"PHY","Single enemy","Physical","6.60","Wind","1.65","Six single ranged jump attacks (1.10 each)","Lowest HP% enemy","90","10","30181291"
"PHY","Single enemy","Physical","6.60","Wind","1.65","Six single ranged jump attacks (1.10 each)","Lowest HP% enemy","90","10","30181301"
"PHY","Single enemy","Physical","3.00","Water","1.65","Three single ranged jump attacks (1.00 each), grants [Instant Cast 1] to the user","Lowest HP% enemy","90","10","30181311"
"PHY","Single enemy","Physical","5.50","Water, Ice, Earth","1.65","Five single ranged attacks (1.10 each)","Lowest HP% enemy","90","10","30181331"
"PHY","Single enemy","Physical","4.00","Lightning, Dark","1.65","Four single ranged attacks (1.00 each), grants [No Air Time 3] to the user","Lowest HP% enemy","90","10","30181321"
"PHY","Single enemy","Physical","4.00","Wind, Dark","1.65","Four single ranged jump attacks (1.00 each), grants [Dragoon Quick Cast 2] to the user","Lowest HP% enemy","90","10","30181341"
"PHY","Single enemy","Physical","3.00","Wind","1.65","Three single ranged jump attacks (1.00 each), grants [Instant Cast 1] to the user","Lowest HP% enemy","90","10","30181351"
"PHY","Single enemy","Physical","4.00","Lightning, Dark","1.65","Four single ranged attacks (1.00 each), grants [No Air Time 3] to the user","Lowest HP% enemy","90","10","30181361"
"PHY","Single enemy","Physical","4.00","Wind","1.65","Four single ranged attacks (1.00 each), grants [No Air Time 3] to the user","Lowest HP% enemy","90","10","30181371"
"PHY","Single enemy","Physical","4.00","Wind, Lightning, Water, Dark","1.65","Four single ranged attacks (1.00 each), grants [No Air Time 3] to the user","Lowest HP% enemy","90","10","30181381"
"PHY","Single enemy","Physical","","Wind","3.30","Seven single jump attacks (? each)","Lowest HP% enemy","?","10","30181391"
"PHY","Single","Physical","2.00","-","1.65","One single attack (1.50), always deals a critical hit, 50% hit rate","Highest HP% enemy","60","10","30191001"
"PHY","Single","Physical","1.70","-","1.65","One single ranged attack (1.70)","Lowest HP% enemy","60","10","30191011"
"NAT","Self","Magical","1.50","-","1.65","Restores HP (80), damages undeads, [ATK +20%] for 25 seconds","Self","65","10","30191021"
"PHY","Single","Physical","2.10","-","1.65","One single attack (2.10), causes [Instant KO] (50%)","Lowest HP% enemy","75","10","30191031"
"PHY","Single","Physical","2.10","-","1.65","One single attack (2.10), [ATK +30%] to the user for 20 seconds","Lowest HP% enemy","75","10","30191041"
"PHY","All enemies","Physical","1.30","-","1.65","One group attack (1.30)","All enemies","65","12","30191051"
"NAT","Self","","","","1.65","[ATK +30%] for 25 seconds","Self","65","12","30191061"
"PHY","Single enemy","Physical","2.90","-","1.65","Five single attacks (0.58 each), 20% additional critical chance","Lowest HP% enemy","100","10","30191071"
"PHY","Single enemy","Physical","20.00","-","1.65","One single attack (20.00), ignores DEF","Lowest HP% enemy","75","10","30191081"
"PHY","Single enemy","Physical","5.25","-","1.65","2/3/4/5 single attacks (1.05 each) at 492/780/1014 ATK, grants [ATK and DEF +30% (8s)] to the user","Lowest HP% enemy","100","10","30191091"
"PHY","Single enemy","Physical","3.00","Earth","1.65","Two single attacks (1.50 each), [ATK +50%] to the user for 20 seconds","Lowest HP% enemy","75","10","30191101"
"PHY","Single enemy","Physical","3.40","Fire","1.65","Four single ranged attacks (0.85 each), restores HP to the user for 30% of the user's maximum HP","Lowest HP% enemy","75","10","30191111"
"PHY","Single enemy","Physical","2.88","Fire","1.65","Four single attacks (0.72 each), 20% additional critical chance","Lowest HP% enemy","75","10","30191121"
"PHY","Single enemy","Physical","2.88","Earth","1.65","Four single attacks (0.72 each), 20% additional critical chance","Lowest HP% enemy","75","10","30191131"
"PHY","Single enemy","Physical","2.88","Ice","1.65","Four single attacks (0.72 each), 20% additional critical chance","Lowest HP% enemy","75","10","30191141"
"PHY","Single enemy","Physical","4.00","Earth","1.65","Five single attacks (0.80/0.87/0.94 each) scaling with uses","Lowest HP% enemy","90","10","30191151"
"PHY","Single enemy","Physical","4.00","Fire","1.65","Five single attacks (0.80/0.87/0.94 each) scaling with uses","Lowest HP% enemy","90","10","30191161"
"PHY","Single enemy","Physical","2.88","Lightning","1.65","Four single attacks (0.72 each), 20% additional critical chance","Lowest HP% enemy","75","10","30191171"
"PHY","Single enemy","Physical","3.40","Earth","1.65","Four single ranged attacks (0.85 each), restores HP to the user for 30% of the user's maximum HP","Lowest HP% enemy","75","10","30191181"
"PHY","Single enemy","Physical","4.00","Ice","1.65","Five single attacks (0.80/0.87/0.94 each) scaling with uses","Lowest HP% enemy","90","10","30191191"
